Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
1318,3,3,4,1,99,1,8,53,1,11,11,1,0,5,3,4,4,1,1,3,17,0,50,70,70,70,85,85,60,70,50,70,50,40,85,50,50,70,40,100,60
1319,7,1,0,1,6,1,5,58,3,12,0,6,0,0,1,1,0,1,1,1,5,0,100,50,50,50,100,85,85,85,50,70,0,50,100,85,85,100,50,50,1
1320,2,3,0,1,99,1,2,55,3,4,0,6,0,6,1,1,0,2,0,3,7,0,85,85,1,40,85,60,40,30,1,60,50,40,100,100,30,70,1,60,50
1321,7,3,1,1,3,1,1,54,1,13,10,1,0,1,1,1,0,1,2,2,20,0,40,70,50,85,50,15,30,85,50,50,50,50,100,100,15,85,50,100,60
1322,5,3,1,1,2,1,6,36,1,14,13,1,3,1,1,1,0,1,1,1,25,0,30,50,50,50,50,50,50,50,50,50,50,50,50,50,30,10,50,50,50
1323,6,1,0,1,2,2,8,0,6,13,0,5,2,2,1,1,0,1,1,2,9,0,1,85,85,85,85,40,15,85,70,30,50,85,70,85,1,70,60,100,85
1324,7,1,2,1,5,2,8,26,6,13,0,1,0,1,1,1,0,1,1,1,18,0,30,40,40,50,60,50,60,60,50,40,70,60,50,50,15,85,50,100,15
1325,7,2,4,1,2,2,4,56,4,13,0,1,3,1,1,1,0,1,1,2,25,0,1,61,70,60,69,50,17,61,71,1,50,70,50,70,15,70,84,84,56
1326,7,2,1,1,4,2,1,53,4,10,0,1,2,1,1,1,0,1,1,1,16,0,40,90,95,75,85,60,70,100,100,75,90,60,100,100,40,100,100,100,10
1327,7,3,0,1,4,1,4,42,1,13,9,1,0,1,3,1,0,1,1,2,19,0,40,100,60,70,60,40,60,60,50,40,85,50,70,70,40,70,50,100,30
1328,7,3,0,1,6,1,2,60,1,16,13,1,3,6,1,1,0,1,1,3,20,0,86,31,1,41,87,61,85,33,1,62,51,1,100,98,71,85,1,71,41
1329,7,2,2,1,99,1,2,58,6,9,5,6,0,1,1,1,0,1,0,3,1,0,62,2,48,46,48,0,7,93,2,30,7,50,95,50,3,92,19,66,91
1330,4,3,0,1,6,1,4,59,1,12,10,1,2,1,2,1,0,1,2,2,22,0,60,85,40,50,70,85,85,60,50,60,70,50,85,70,85,85,50,85,50
1331,7,1,1,1,99,1,0,66,4,9,0,5,1,2,1,1,0,2,2,3,7,0,50,50,50,60,50,50,50,50,50,40,50,50,50,50,50,50,50,70,50
1332,7,1,1,1,1,2,8,77,1,14,8,5,3,1,2,1,0,1,2,3,23,0,1,50,85,60,70,60,1,30,50,15,50,15,1,50,30,70,50,85,60
1333,7,2,1,1,2,1,4,76,1,9,14,5,3,1,1,1,0,1,2,2,20,0,30,30,85,50,60,30,15,60,30,15,50,40,85,60,1,70,40,50,30
1334,1,3,0,1,2,1,2,39,1,13,13,1,0,2,1,1,0,1,1,2,23,0,85,85,85,70,100,70,30,40,50,40,40,50,100,50,1,85,50,70,100
1335,2,3,1,1,99,0,0,35,1,13,13,1,2,1,1,1,0,1,1,2,0,0,40,15,60,0,30,30,0,40,85,40,15,50,15,60,50,85,1,100,40
1336,7,1,0,1,6,1,2,80,2,9,9,5,3,1,1,1,0,2,2,4,7,0,85,30,1,15,100,60,85,40,1,40,85,70,100,85,85,85,1,70,1
1337,7,1,0,1,4,2,8,74,3,10,0,5,3,2,1,1,0,1,2,2,16,0,1,85,70,70,70,1,1,40,50,40,15,50,1,50,1,40,50,70,60
1338,0,0,4,1,4,2,8,20,6,10,0,1,3,1,1,1,0,1,1,1,5,0,50,40,50,100,50,60,50,70,70,50,100,40,60,100,50,100,40,100,40
1339,5,3,4,1,3,2,1,66,1,13,10,5,0,1,3,4,4,1,1,3,0,0,41,60,51,52,61,50,59,65,51,61,51,51,61,61,40,71,50,52,43
1340,7,1,0,1,3,2,4,35,1,13,13,1,3,1,1,1,0,1,1,2,24,0,1,100,60,40,50,40,1,70,100,30,50,60,50,100,1,60,100,100,50
1341,7,2,0,1,3,1,4,82,6,13,0,5,3,1,1,1,0,1,1,3,18,0,70,70,85,70,85,50,40,70,70,50,50,50,85,85,40,85,70,70,70
1342,2,4,0,1,99,1,5,51,1,10,9,1,2,5,1,1,0,1,1,3,20,0,50,50,50,50,50,50,50,50,1,40,50,30,70,50,50,70,50,50,50
1343,7,4,4,1,99,2,5,31,6,13,0,1,0,1,1,1,0,1,1,2,27,0,50,30,51,30,40,70,70,40,50,60,42,50,90,50,50,85,50,69,57
1344,5,4,0,2,4,1,5,34,1,9,10,1,2,1,1,1,0,1,1,1,9,0,85,50,50,50,60,40,50,50,1,40,50,50,100,50,50,85,1,40,30
1345,7,2,0,1,5,1,2,27,6,10,0,1,3,1,1,1,0,1,1,1,7,0,0,70,46,64,80,0,76,66,92,44,66,83,40,87,0,90,87,91,32
1346,6,3,0,1,4,1,1,46,6,10,0,1,0,2,1,1,0,1,1,1,1,0,70,70,50,85,70,70,60,40,50,40,60,70,70,50,15,85,50,85,60
1347,5,3,0,2,4,1,4,25,6,12,10,1,0,1,1,1,0,1,1,1,11,0,0,50,15,0,36,0,15,36,50,30,39,50,100,50,50,85,15,50,15
1348,7,1,1,1,3,2,8,66,1,14,8,5,0,1,1,1,0,1,1,2,23,0,15,70,85,70,85,15,15,60,85,30,70,85,100,100,1,70,85,85,70
1349,7,1,0,1,7,1,2,64,4,13,0,5,3,1,1,1,0,1,1,2,8,0,100,16,1,50,100,61,100,70,1,16,60,1,100,100,100,100,40,70,1
1350,7,4,1,1,4,2,8,68,1,10,10,5,3,1,3,4,1,1,1,3,24,0,15,71,90,16,99,42,31,39,85,39,68,84,83,84,30,39,82,100,70
1351,7,1,4,1,2,2,1,54,1,11,9,1,3,1,1,1,0,1,1,2,24,0,3,75,85,73,80,27,7,46,75,11,46,75,73,88,2,76,79,83,67
1352,7,1,0,1,4,1,1,49,5,12,0,1,2,1,1,1,0,1,1,1,20,0,50,60,60,40,85,40,60,85,100,30,1,60,85,85,100,100,100,100,1
1353,3,3,1,1,2,2,4,36,4,13,0,1,3,5,1,1,0,1,1,2,18,0,40,50,60,50,50,40,40,50,60,40,50,50,70,50,70,70,50,50,50
1354,7,1,1,1,4,2,8,71,4,14,0,5,3,1,1,1,0,1,0,3,8,0,1,85,85,50,70,1,15,60,50,40,30,50,40,50,1,60,50,85,85
1355,5,3,2,1,4,1,4,68,1,14,13,5,3,1,1,1,0,1,1,2,23,0,50,100,40,85,100,50,85,70,50,50,50,85,100,100,50,100,100,85,1
1356,7,4,1,1,3,1,2,67,1,14,14,5,3,1,1,1,0,1,1,3,15,0,40,40,61,40,50,41,41,40,40,40,41,30,100,51,41,70,41,51,50
1357,7,4,0,1,99,1,1,53,4,11,0,1,1,1,1,1,0,2,1,1,7,4,50,15,50,70,60,50,50,70,1,50,50,1,100,1,50,100,1,70,1
1358,7,2,5,1,7,1,4,69,4,11,0,5,3,1,1,1,0,1,1,2,13,0,40,50,1,70,15,50,100,85,50,60,50,1,70,50,70,85,40,100,1
1359,2,4,4,1,99,1,5,31,2,10,6,1,2,1,1,1,0,1,1,1,9,0,100,40,50,85,100,85,100,70,1,70,100,60,100,100,50,100,1,100,1
1360,3,4,0,2,3,2,5,21,6,10,0,1,0,1,1,1,0,1,1,1,3,0,52,99,91,89,85,49,46,44,96,53,40,71,85,72,52,86,98,89,60
1361,7,2,1,1,2,1,7,36,6,12,0,1,0,2,1,1,0,1,1,1,15,0,64,99,74,71,80,57,70,69,99,70,51,99,61,53,73,52,82,79,99
1362,2,4,0,1,99,2,8,21,6,9,9,1,2,1,1,1,0,2,1,1,5,1,1,100,100,50,100,1,1,50,100,25,1,100,15,100,50,90,100,70,90
1363,3,4,0,1,2,2,8,27,6,16,0,1,3,1,1,1,0,1,1,1,11,0,2,85,85,52,50,40,1,84,85,51,70,49,23,71,31,71,90,100,51
1364,7,3,4,1,99,1,1,57,6,10,14,1,0,6,1,1,0,1,1,2,21,0,60,70,40,70,70,40,85,50,85,40,70,85,100,85,60,100,70,85,100
1365,7,5,0,1,99,2,4,85,3,2,0,1,3,5,3,1,0,2,2,4,6,0,85,100,60,1,1,70,15,60,40,100,100,50,85,30,85,40,50,15,50
1366,1,4,0,1,2,2,4,29,6,13,0,1,2,2,1,1,0,1,1,1,11,0,1,50,85,50,80,50,50,50,100,50,50,50,80,100,1,20,100,100,100
1367,7,1,1,1,99,1,5,41,4,12,0,1,0,2,1,1,0,1,1,1,3,0,100,50,50,100,100,85,50,70,1,70,60,1,100,100,60,85,1,70,100
1368,5,2,2,1,4,1,1,24,6,14,0,1,2,1,1,1,0,1,1,4,18,0,45,75,55,35,60,35,30,60,95,25,50,70,70,70,35,70,95,80,60
1369,7,1,1,1,6,1,2,73,1,12,10,5,3,1,1,1,0,1,0,2,15,0,75,50,15,50,0,71,85,70,50,60,50,51,100,85,85,100,50,70,40
1370,7,1,0,1,3,1,8,50,1,10,13,7,3,1,1,1,0,1,1,2,22,0,50,50,50,40,70,30,50,50,70,30,40,40,85,85,50,70,70,85,30
1371,5,1,1,1,2,1,1,90,3,14,0,5,3,1,1,1,0,1,2,2,21,0,60,85,85,100,85,70,40,85,70,30,70,85,100,70,15,100,85,100,85
1372,4,3,1,1,2,1,1,58,4,14,0,1,0,1,1,1,0,1,0,2,13,0,70,85,85,70,70,60,60,70,70,60,60,85,85,85,30,70,70,70,85
1373,7,3,2,1,5,1,4,32,1,13,13,1,3,1,1,1,0,1,1,2,23,0,45,50,20,35,50,30,55,15,50,15,50,45,50,50,60,65,50,70,35
1374,7,1,1,1,4,1,4,64,4,12,0,1,2,5,3,4,1,1,1,3,19,0,54,50,58,60,62,60,60,70,50,62,50,50,70,60,50,87,50,60,15
1375,7,1,2,1,6,1,4,81,1,12,9,5,0,1,2,1,0,1,2,3,9,0,0,0,1,0,70,50,0,0,85,60,85,1,100,70,0,100,0,70,0
1376,7,1,4,2,6,2,1,61,4,10,0,5,1,1,1,1,0,1,2,2,7,0,85,70,50,40,85,70,85,70,60,60,70,60,100,85,85,100,50,60,50
1377,7,1,0,1,4,1,2,57,1,13,16,1,3,1,1,1,0,1,1,3,25,0,70,72,32,32,6,1,31,96,4,1,2,1,50,85,1,95,1,98,1
1378,7,4,0,1,5,2,8,71,4,11,0,5,3,1,1,1,0,1,1,3,14,0,0,60,40,15,60,60,75,70,70,40,60,40,60,70,0,80,60,70,30
1379,7,1,0,1,6,2,5,28,6,9,0,1,3,1,1,1,0,1,1,3,28,0,50,1,1,1,85,85,100,50,50,50,85,1,100,50,100,85,50,50,1
1380,7,1,4,1,99,2,8,0,1,10,10,5,1,1,1,1,0,1,1,2,0,0,51,51,52,1,51,15,84,14,17,1,51,48,51,51,3,100,1,84,17
1381,7,1,0,2,4,1,1,80,3,10,0,6,1,6,2,1,0,1,0,1,3,0,70,70,50,40,70,70,70,85,85,60,85,70,70,70,40,85,70,85,70
1382,6,3,1,1,4,1,4,66,1,13,14,1,0,1,1,1,0,1,2,2,12,0,40,50,50,50,50,40,50,60,50,40,50,50,70,50,50,85,50,50,50
1383,5,3,4,1,3,1,4,53,1,8,8,1,0,1,1,1,0,1,1,2,20,0,40,50,65,90,80,30,15,50,90,25,40,60,40,50,15,75,80,90,40
1384,5,3,0,1,6,1,1,34,1,10,10,1,3,1,1,1,0,1,1,2,15,0,85,30,16,40,51,60,90,51,16,50,50,1,100,50,70,85,16,61,30
1385,7,2,0,1,6,1,1,86,1,10,9,5,3,1,1,1,0,1,0,3,23,0,50,1,1,1,85,70,100,70,50,40,100,15,100,70,100,100,50,60,1
1386,4,3,1,1,3,2,8,38,4,12,0,1,3,1,1,1,0,1,1,2,0,0,40,60,60,70,85,30,40,60,85,60,85,85,70,85,40,85,85,100,85
1387,1,4,4,1,2,1,7,32,6,13,16,1,1,1,1,1,0,1,1,1,14,0,1,100,90,50,65,70,30,85,100,85,30,50,40,85,30,40,100,85,100
1388,7,1,2,1,6,1,2,60,6,10,0,1,2,1,1,1,0,1,1,2,20,0,50,50,50,30,50,50,50,40,50,15,50,50,50,50,50,70,50,50,30
1389,5,3,1,1,3,2,4,40,1,11,12,1,2,5,3,4,3,1,1,1,21,0,17,52,51,55,71,17,31,31,85,8,51,66,51,60,15,85,70,93,50
1390,3,3,1,1,99,1,1,39,4,9,0,1,2,2,1,1,0,1,1,2,11,0,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,1,50,50,50
1391,5,3,0,1,6,1,3,49,1,10,9,1,2,6,1,1,0,2,1,1,7,0,50,50,1,30,70,40,60,60,30,60,60,1,85,85,50,100,1,85,15
1392,7,1,4,1,4,1,4,67,1,11,10,1,3,1,1,1,0,1,1,2,1,0,50,60,30,70,50,53,50,50,60,30,70,40,60,50,70,85,50,70,50
1393,7,3,0,1,3,1,5,61,6,10,0,6,0,1,1,1,0,1,1,2,5,0,49,50,62,60,60,40,40,60,57,32,40,33,74,50,63,95,19,61,1
1394,7,1,1,1,2,1,4,65,6,10,0,1,2,1,1,1,0,2,0,1,11,0,50,100,100,100,100,1,50,50,100,50,50,50,100,100,1,100,100,100,50
1395,7,2,0,1,99,1,2,44,4,10,0,6,0,1,1,1,0,1,1,2,6,0,60,40,40,60,100,70,60,70,40,60,70,30,100,70,60,100,15,70,40
1396,2,4,2,1,6,1,1,62,6,12,0,1,0,1,1,1,0,2,1,1,7,0,60,30,30,30,60,30,85,60,40,15,60,30,85,60,50,70,15,70,30
1397,7,2,0,1,6,1,4,65,1,12,9,1,2,1,1,1,0,1,1,2,0,0,50,15,1,31,51,62,70,30,16,40,61,50,76,50,71,86,1,50,1
1398,7,1,0,1,2,1,1,65,1,13,13,1,3,1,1,1,0,1,1,3,23,0,10,90,99,80,80,1,1,85,75,1,1,70,75,75,1,75,50,90,75
1399,7,2,1,1,2,2,8,59,1,9,10,1,2,1,1,1,0,1,1,1,6,0,1,85,100,100,100,1,1,50,85,1,1,70,15,85,1,70,85,100,70
1400,7,1,0,1,5,2,8,33,6,10,14,1,2,5,3,1,0,1,1,2,15,0,1,1,15,100,85,1,15,50,50,1,15,1,1,50,1,30,50,100,1
1401,7,3,2,1,99,1,5,46,1,13,13,1,3,1,1,1,0,1,1,2,22,0,49,50,50,94,85,31,50,30,51,31,50,51,98,86,51,95,51,84,14
