Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
1822,3,4,0,2,99,2,4,28,6,12,4,4,2,1,1,1,0,1,1,4,18,1,51,0,70,84,70,0,0,50,83,50,50,70,69,88,50,83,68,50,79,1
858,5,2,0,1,3,2,4,0,1,14,14,1,3,1,1,1,0,1,0,2,0,1,1,100,100,100,100,40,35,40,100,1,40,50,30,100,1,80,70,100,80,1
1798,7,2,0,1,2,2,8,65,1,16,15,5,3,1,1,1,0,1,1,3,23,1,1,50,60,55,85,60,50,55,95,1,70,75,40,95,1,75,90,95,70,1
882,7,2,0,1,5,1,5,44,6,12,8,1,2,1,1,1,0,1,1,1,10,1,65,60,70,30,69,25,70,69,65,52,50,50,85,49,22,70,50,68,48,2
18,7,2,0,2,3,2,8,19,6,10,16,8,1,5,3,1,0,1,0,4,6,1,65,65,70,85,65,45,35,40,100,35,25,100,55,88,25,65,100,100,85,1
2312,7,2,0,1,99,2,8,41,6,9,14,1,2,2,1,1,0,2,1,1,7,1,70,1,15,40,85,40,60,60,70,15,40,40,60,30,30,60,60,60,70,1
1109,6,3,0,1,99,2,8,38,6,10,3,1,0,5,3,1,0,1,1,3,25,1,10,70,57,61,77,25,45,43,72,12,1,50,25,75,44,40,69,79,57,1
1941,2,3,0,2,99,2,8,30,6,0,4,1,2,5,0,0,0,0,0,1,0,1,0,75,0,100,0,0,0,0,100,50,50,70,100,0,100,40,100,0,100,1
863,5,3,0,2,4,1,2,41,4,11,12,1,0,5,1,2,0,2,1,1,7,1,85,100,50,100,100,60,70,30,50,40,15,50,100,85,50,30,50,70,85,1
1096,7,2,0,1,99,1,5,26,1,10,17,4,3,2,1,1,0,1,1,1,5,1,40,100,100,50,100,85,100,70,100,40,50,100,70,100,50,30,100,60,100,1
1902,3,3,0,1,4,1,2,90,3,9,1,5,0,1,1,1,0,2,2,1,2,1,41,41,58,71,51,30,16,50,2,50,50,29,69,50,50,16,16,52,71,1
313,7,3,1,1,5,1,4,47,1,14,19,1,0,1,3,1,0,1,1,3,26,0,0,0,0,30,0,85,0,60,0,70,0,0,0,0,0,0,0,100,0,1
1913,7,1,0,1,2,2,8,45,1,13,9,1,0,1,1,1,0,1,1,2,15,0,30,85,85,85,85,30,0,70,100,15,50,85,70,100,15,0,85,100,70,1
2192,4,4,1,1,4,1,4,66,1,11,3,1,0,5,3,4,2,1,1,1,9,0,0,50,15,40,100,40,50,40,70,50,50,0,0,0,0,0,0,50,0,1
3,2,4,0,1,4,1,4,58,4,11,6,1,0,1,1,1,0,1,1,2,17,0,50,70,50,60,70,60,70,70,85,60,60,60,70,70,50,100,60,100,60,2
9,7,3,0,1,2,1,1,71,6,12,10,5,3,1,1,1,0,1,1,2,11,0,70,100,85,85,85,30,40,50,85,40,50,100,100,100,15,100,100,100,85,1
20,7,4,4,1,99,1,4,54,1,9,12,7,0,1,1,1,0,1,1,2,27,0,0,50,50,51,100,50,50,70,70,50,51,70,100,100,50,100,51,70,70,2
26,4,2,1,1,3,2,8,22,6,9,5,8,1,5,2,1,0,1,1,4,13,0,60,100,100,60,85,70,70,100,100,70,50,100,70,100,70,100,100,100,70,1
27,7,1,0,1,99,1,4,72,3,11,6,5,1,5,2,1,0,2,1,4,5,0,50,50,50,70,70,70,50,70,70,70,50,70,50,50,50,100,70,100,70,1
33,7,2,0,1,7,1,2,57,1,14,17,1,3,1,2,4,1,1,1,3,0,0,100,1,1,30,100,100,100,70,1,15,100,15,100,100,100,100,1,85,1,2
34,7,2,1,1,3,1,4,40,6,95,2,1,0,1,1,1,0,1,1,2,5,0,10,50,70,50,50,10,40,60,70,1,50,50,50,50,30,100,70,100,10,1
53,7,1,2,1,99,2,5,38,1,14,0,1,3,1,1,1,0,1,1,4,19,0,100,100,60,30,100,70,30,85,100,85,85,30,100,85,30,100,85,85,1,2
56,4,4,1,1,99,1,1,60,4,10,18,6,1,1,1,1,0,1,2,3,2,0,60,85,50,85,70,60,50,50,85,40,50,50,85,50,50,100,60,70,85,2
62,5,3,0,1,6,1,5,32,1,10,16,1,2,1,1,1,0,2,1,2,17,0,0,40,30,60,70,40,100,50,40,40,70,50,100,50,85,100,40,50,1,2
66,2,4,1,1,2,1,4,65,4,9,3,1,2,5,3,4,2,2,1,4,17,0,86,97,100,93,100,47,42,92,100,82,15,88,100,98,35,100,98,85,99,1
70,2,4,0,1,4,1,4,25,6,14,10,1,0,1,1,1,0,1,1,4,26,0,60,1,1,40,70,15,85,70,15,40,30,1,60,60,85,100,50,50,1,2
75,1,5,0,1,6,2,5,25,6,13,13,1,0,1,1,1,0,1,1,4,23,0,51,1,16,30,42,71,85,60,70,40,16,17,85,50,99,100,39,84,39,2
76,7,1,1,1,2,2,8,55,1,13,19,1,3,1,1,1,0,1,1,2,26,0,1,100,100,30,100,50,70,70,100,30,70,85,85,100,30,100,100,100,85,1
77,5,2,0,1,4,1,2,54,4,14,9,1,3,1,1,1,0,1,1,2,24,0,50,30,70,75,60,50,70,25,50,20,75,40,90,75,20,100,50,90,70,1
78,7,2,4,1,99,2,8,85,1,9,18,5,0,1,1,1,0,1,0,3,11,0,50,50,40,30,85,40,70,70,50,60,50,30,60,50,50,100,50,0,50,2
85,7,2,4,1,4,1,4,45,1,13,0,1,3,1,1,1,0,1,1,2,25,0,47,55,71,61,85,74,61,61,50,65,80,80,85,100,47,100,50,79,70,2
89,6,2,0,1,6,1,4,55,4,9,3,7,0,5,1,1,0,1,0,2,21,0,70,1,1,100,100,60,100,100,1,70,70,70,100,85,15,100,40,85,85,2
92,7,3,2,1,5,1,1,38,1,10,15,1,2,1,1,1,0,1,1,2,23,0,85,40,1,40,70,50,100,60,50,60,50,40,100,100,100,100,50,50,1,2
96,7,3,0,1,4,1,8,65,1,10,5,1,3,1,1,1,0,1,1,3,1,0,85,40,70,50,70,70,50,70,50,40,30,85,85,85,30,100,70,60,85,1
99,7,1,0,1,5,1,5,49,4,13,14,6,0,1,1,1,0,1,1,4,1,0,70,60,15,30,100,70,60,50,70,50,70,50,100,60,40,100,60,70,1,2
102,5,4,0,1,4,1,1,56,1,13,11,7,3,1,1,1,0,1,1,2,1,0,50,60,70,60,70,50,70,70,60,15,70,50,100,70,50,100,1,85,1,2
103,5,4,4,2,99,2,4,34,6,9,1,4,1,5,3,4,0,2,0,4,0,0,70,50,70,85,100,50,15,70,85,50,50,50,70,50,50,100,70,100,85,1
108,2,3,1,1,2,1,4,66,1,16,0,5,0,1,1,1,0,1,1,2,16,0,15,100,85,60,85,60,50,60,85,70,85,70,85,100,50,100,85,70,0,1
112,7,1,0,1,6,1,2,32,1,13,12,1,3,1,1,1,0,1,1,2,17,0,50,1,50,50,100,80,85,65,1,70,85,50,100,100,85,100,1,50,50,2
121,7,2,1,1,4,1,2,55,4,9,11,6,1,6,1,1,0,1,1,3,2,0,60,55,85,100,100,85,65,85,50,75,60,50,100,100,50,100,50,100,100,2
124,7,1,0,1,4,1,2,46,1,10,10,1,0,1,1,1,0,1,1,3,23,0,70,30,30,50,50,15,85,40,70,70,50,50,100,50,50,100,70,50,85,2
130,7,1,0,1,7,1,2,78,4,10,15,1,3,1,1,1,0,1,2,3,7,0,100,15,1,1,60,85,100,70,1,60,85,50,100,85,100,100,1,70,1,2
144,1,3,0,1,2,1,5,39,1,13,0,1,0,1,1,1,0,1,1,2,20,0,70,70,60,70,85,70,70,50,70,50,70,60,100,50,50,100,50,50,70,2
147,7,2,0,1,2,2,5,58,4,95,5,6,1,1,1,1,0,1,1,3,1,0,50,100,70,60,85,60,40,85,100,40,70,50,85,100,30,100,100,100,70,1
149,3,4,0,1,4,1,4,58,6,12,0,8,1,6,1,1,0,1,2,1,1,0,50,85,85,100,100,40,60,60,60,40,40,85,70,85,85,100,85,85,100,1
154,5,3,4,1,6,1,2,32,1,13,8,7,0,5,1,1,0,1,1,1,22,0,60,60,1,70,100,85,100,40,60,40,70,70,100,85,50,100,40,15,30,2
157,5,2,2,1,6,1,2,33,1,10,5,1,0,1,1,1,0,1,1,3,17,0,99,17,2,4,84,52,68,51,39,32,65,73,97,58,74,100,7,61,1,2
173,7,2,0,1,5,1,4,24,5,10,15,8,0,4,1,1,0,1,1,1,1,0,100,70,85,70,60,100,85,85,50,100,100,100,100,100,100,100,50,100,100,1
176,0,0,4,1,6,1,2,19,6,10,8,8,0,1,1,1,0,1,1,4,21,0,100,1,50,50,100,70,100,50,50,60,100,70,100,100,0,100,50,70,40,2
177,3,3,2,1,2,2,4,50,1,9,15,6,0,1,1,1,0,1,1,1,12,0,0,85,85,85,70,70,70,85,100,60,85,60,100,100,0,100,100,85,85,2
179,3,3,0,1,5,1,5,40,1,14,0,1,3,5,2,1,0,1,1,2,15,0,50,85,70,15,30,100,85,60,60,60,70,1,85,85,60,100,60,85,1,2
183,7,1,0,1,6,1,1,45,6,11,4,1,3,1,1,1,0,1,1,1,20,0,50,30,1,40,50,50,100,40,50,1,50,50,100,100,60,100,50,50,1,2
187,6,2,2,1,6,1,1,53,1,13,19,1,0,1,1,1,0,1,0,2,21,0,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50,2
199,7,1,0,1,7,1,4,59,1,11,2,1,3,1,1,1,0,1,1,1,22,0,40,15,1,30,100,70,15,40,100,15,85,30,100,100,70,100,15,100,1,2
203,7,1,0,1,5,1,4,60,4,13,18,1,3,5,2,1,0,1,1,2,14,0,40,40,1,1,100,60,85,30,1,30,50,15,100,100,100,100,1,60,1,2
205,3,3,0,1,6,1,1,80,1,10,11,5,0,1,1,1,0,1,1,3,11,0,100,40,15,50,100,60,100,85,15,70,70,70,100,85,60,100,30,70,60,2
207,7,2,0,1,6,1,1,75,1,11,16,5,0,1,1,1,0,1,2,3,17,0,100,50,30,50,85,70,85,40,30,40,85,40,100,100,85,100,1,70,1,2
208,7,2,0,1,4,1,4,53,1,9,5,1,0,1,1,1,0,1,2,2,12,0,40,51,60,100,60,70,40,41,30,60,70,20,70,70,50,100,1,70,60,2
210,4,1,0,1,6,1,2,62,3,11,11,1,0,1,1,1,0,1,1,1,14,0,70,15,1,15,50,70,60,60,50,15,50,50,100,50,60,100,50,50,1,2
217,7,2,2,1,6,1,4,56,1,9,10,7,3,1,1,1,0,1,2,3,14,0,88,88,100,16,100,52,56,50,100,70,100,71,100,100,52,100,79,92,36,2
221,6,3,0,1,6,1,1,27,1,13,17,1,2,1,1,1,0,1,1,2,14,0,60,100,50,50,70,70,85,100,30,70,70,60,100,85,100,100,0,85,1,2
222,5,2,1,1,2,2,8,52,4,10,6,1,0,1,1,1,0,1,1,2,25,0,15,70,85,60,100,60,30,60,85,1,50,85,15,60,1,100,85,85,70,1
223,2,4,2,1,99,2,1,56,1,10,3,1,3,1,1,1,0,1,2,2,0,0,0,50,60,50,85,15,40,50,70,40,15,50,100,70,50,100,70,85,85,1
231,6,2,2,1,6,1,4,80,1,10,12,5,0,1,3,1,0,1,2,2,17,0,50,40,15,85,85,85,85,60,60,40,60,60,100,85,70,100,50,85,70,2
238,7,2,2,2,3,2,8,32,6,12,14,1,0,1,1,1,0,1,1,1,3,0,10,40,70,75,50,40,60,90,100,60,90,40,50,90,40,100,90,90,10,2
239,7,1,2,1,5,1,2,47,6,12,6,1,3,1,1,1,0,1,1,3,16,0,85,85,60,1,100,85,70,70,50,70,70,1,100,100,60,100,0,70,70,2
247,5,3,0,1,3,1,2,42,1,14,7,1,3,1,1,1,0,1,1,2,23,0,50,30,50,70,60,60,70,60,50,30,50,50,70,50,15,100,50,100,15,1
248,1,4,1,1,99,1,4,57,1,9,15,1,0,5,3,4,4,1,1,1,15,0,60,1,70,100,100,100,100,70,70,70,80,50,80,60,80,100,100,100,100,1
252,7,1,0,2,99,1,5,57,4,9,0,4,0,1,1,1,0,1,1,1,3,0,85,60,50,1,85,100,85,100,1,85,70,1,100,100,50,100,1,100,40,2
253,7,1,0,1,2,2,4,65,1,13,20,5,4,1,1,1,0,1,1,3,27,0,1,100,70,60,100,70,40,85,85,15,70,85,70,85,15,100,85,85,85,1
262,7,2,1,1,4,1,4,86,1,7,15,5,2,1,1,1,0,1,0,3,13,0,15,50,50,100,85,50,70,50,70,50,50,70,100,100,50,100,85,52,100,1
266,4,2,2,1,6,1,5,73,1,10,0,5,0,1,1,1,0,1,1,3,0,0,85,60,60,50,85,85,85,70,70,70,85,70,70,85,70,100,50,50,50,2
282,7,3,2,1,4,1,5,62,1,9,18,1,0,5,2,1,0,1,1,2,21,0,70,40,30,1,85,60,60,60,1,40,50,30,100,100,60,100,1,85,1,2
284,7,2,0,1,3,1,4,59,3,9,17,7,1,1,1,1,0,1,1,3,7,0,40,60,60,70,60,85,60,70,85,40,40,60,70,70,60,100,70,100,15,2
288,7,1,0,1,7,1,4,49,1,10,7,1,1,5,1,1,0,1,1,4,19,0,100,1,1,1,1,1,100,52,1,1,1,1,100,100,100,100,1,1,1,2
290,7,2,0,1,99,1,5,66,3,9,15,1,0,1,3,1,0,1,1,2,14,0,50,60,60,50,70,50,60,85,40,70,40,60,60,50,50,100,50,85,7,1
292,7,2,0,1,99,1,8,73,3,6,15,7,0,1,1,1,0,2,2,3,3,0,85,70,50,60,60,50,70,70,50,30,60,1,100,85,50,100,50,60,1,2
293,6,1,2,1,6,2,4,55,4,11,18,1,3,5,1,1,0,1,1,1,19,0,50,85,15,1,85,60,85,70,85,1,70,70,85,85,85,100,85,70,30,2
306,7,2,2,1,5,1,8,66,1,13,8,5,3,6,1,1,0,1,1,3,0,0,100,100,100,61,100,85,100,85,100,60,100,100,100,100,100,100,100,100,50,2
308,4,1,4,1,6,1,4,22,6,9,7,1,0,1,1,1,0,1,1,2,16,0,50,1,40,40,100,25,60,65,25,65,25,50,100,50,25,100,10,40,1,2
315,7,1,1,1,2,1,1,64,1,14,11,5,3,1,1,1,0,1,1,3,24,0,1,85,85,100,85,1,15,1,85,1,1,85,40,85,1,100,85,100,40,1
319,5,3,0,1,4,1,4,62,1,9,20,1,2,1,1,1,0,1,2,3,13,0,85,85,100,100,100,50,85,85,0,70,0,100,100,100,70,100,0,85,0,1
324,7,2,0,1,99,1,2,80,1,10,15,5,3,1,1,1,0,1,1,3,22,0,85,100,85,85,100,85,70,85,100,70,85,85,100,100,70,100,100,100,85,2
325,6,2,2,1,5,1,5,45,1,13,8,1,3,1,1,1,0,1,1,1,20,0,70,70,70,70,85,40,70,60,70,40,40,70,85,85,70,100,70,85,60,2
327,7,3,0,1,7,1,2,0,1,10,16,1,0,1,1,1,0,1,1,2,23,0,100,40,30,70,70,50,85,50,50,60,50,40,100,100,50,100,40,50,1,2
329,7,1,2,1,6,1,2,72,4,10,2,1,0,1,1,1,0,1,2,3,6,0,70,15,30,50,85,85,85,70,30,40,50,15,100,85,70,100,15,50,1,2
336,6,3,0,1,6,1,1,72,1,13,9,5,3,1,1,1,0,1,1,2,15,0,70,60,15,30,50,70,100,50,40,40,50,50,100,70,50,100,40,85,1,2
341,1,4,0,1,6,1,2,31,1,13,12,7,3,1,1,1,0,1,1,2,22,0,70,60,10,50,50,85,70,70,10,70,85,30,100,70,50,100,10,50,10,2
342,5,3,0,1,6,1,5,58,4,13,2,1,0,1,1,1,0,1,1,2,13,0,10,80,35,1,61,92,80,89,50,21,50,50,98,95,50,100,50,100,60,2
345,3,3,2,1,6,1,2,34,1,13,14,7,2,1,1,1,0,1,1,1,13,0,100,16,15,32,70,41,100,40,50,70,85,60,100,75,100,100,50,65,1,2
361,5,4,5,1,3,1,5,60,3,10,12,4,3,1,1,1,0,1,1,1,21,0,100,85,100,85,100,40,70,70,100,60,100,70,100,100,50,100,70,100,50,1
367,5,3,1,1,99,1,4,68,3,5,6,5,3,1,1,1,0,2,2,1,5,0,60,40,60,50,85,60,60,70,40,40,70,50,100,40,50,100,50,100,40,2
368,7,2,4,1,5,1,4,68,1,8,6,1,0,5,3,4,4,1,1,2,1,0,15,50,85,50,70,40,30,85,60,40,70,70,85,85,15,100,60,100,70,1
377,7,4,0,1,99,0,4,38,4,10,5,1,3,1,1,1,0,1,1,3,11,0,70,70,50,70,100,60,60,70,100,60,100,85,85,70,50,100,85,70,100,2
379,0,0,0,2,99,1,5,20,6,9,9,1,2,1,1,1,0,1,1,1,17,0,85,15,1,70,100,40,100,40,40,60,100,50,100,100,85,100,40,70,1,2
383,7,2,1,1,99,2,0,35,1,10,4,1,2,1,1,1,0,1,1,2,21,0,60,31,1,85,95,25,49,77,75,60,49,40,80,98,38,100,78,90,1,2
388,5,3,2,1,99,2,8,59,1,9,10,1,2,1,1,1,0,1,1,2,25,0,85,70,40,70,60,30,70,70,1,30,60,1,85,85,60,100,30,85,50,2
394,7,2,0,1,6,2,8,73,1,10,10,5,0,1,1,1,0,1,0,2,17,0,50,1,1,1,50,100,100,60,50,40,100,50,100,50,40,100,1,100,1,2
400,7,3,2,1,99,2,4,54,4,9,4,1,0,1,1,1,0,1,1,2,11,0,51,52,60,14,0,51,70,64,85,35,50,49,61,98,0,100,60,98,1,2
402,7,3,2,1,4,1,7,34,1,11,14,1,0,1,1,1,0,1,1,2,14,0,0,50,30,70,50,50,70,50,50,60,50,40,100,50,50,100,50,70,30,2
437,7,3,2,1,6,1,1,57,1,12,2,5,0,1,1,1,0,1,1,3,23,0,51,51,40,50,100,86,85,84,85,40,100,100,100,100,60,100,61,70,70,2
440,5,2,0,1,99,1,4,66,6,14,0,5,3,5,3,1,0,2,0,3,11,0,52,61,40,72,99,62,99,62,62,51,60,63,100,63,51,100,42,100,71,1
442,7,2,4,1,6,1,4,65,1,14,15,5,0,1,1,1,0,1,1,2,22,0,85,60,30,30,60,85,100,70,85,40,60,40,100,85,70,100,50,70,30,2
443,7,2,0,1,4,2,5,59,4,11,12,5,0,1,1,1,0,1,2,2,13,0,40,60,40,85,70,50,60,60,70,50,50,70,70,50,30,100,70,60,60,1
444,7,1,1,1,2,2,8,70,4,12,5,5,0,1,1,1,0,1,1,2,0,0,50,100,85,70,100,60,50,40,100,15,85,85,70,100,15,100,100,100,70,1
448,7,1,1,1,2,1,4,80,1,13,3,5,0,1,1,1,0,1,1,3,20,0,70,85,85,60,100,30,70,85,100,40,70,100,100,100,1,100,85,85,85,1
452,7,3,0,1,6,1,2,68,4,10,0,5,0,1,1,1,0,1,1,2,15,0,85,50,1,50,100,50,100,50,50,50,50,1,100,100,100,100,50,100,0,2
453,7,1,4,1,1,2,8,28,1,14,6,1,0,6,1,1,0,1,1,2,23,0,1,100,85,50,100,30,15,70,100,30,40,100,85,100,15,100,100,100,70,1
459,3,3,0,1,1,2,5,30,6,10,12,1,2,2,1,1,0,1,1,1,12,0,85,85,84,61,100,31,31,41,100,41,85,100,100,100,32,100,100,100,85,1
465,6,2,0,1,6,1,4,76,3,10,2,5,0,1,0,0,0,1,1,3,9,0,85,50,1,1,85,85,100,85,50,85,85,0,100,100,100,100,50,100,1,2
470,4,2,2,1,5,1,1,0,1,11,4,1,0,6,2,1,0,1,1,3,0,0,85,40,60,60,50,40,70,30,50,50,60,50,100,85,60,100,50,85,30,2
483,7,1,2,1,7,1,4,85,3,10,1,5,4,1,1,1,0,1,1,3,26,0,85,1,1,60,70,100,100,50,1,85,100,1,100,100,85,100,1,85,1,2
489,1,4,4,2,99,2,4,28,6,12,0,8,3,1,3,4,4,1,1,4,12,0,50,15,50,60,50,50,50,40,85,50,70,50,50,40,50,100,50,85,1,2
500,7,1,0,1,7,1,2,60,4,11,5,6,1,1,1,1,0,1,1,4,6,0,85,50,40,100,100,50,100,85,50,60,50,1,100,100,40,100,50,100,1,2
505,7,3,4,1,99,2,2,62,1,10,18,1,3,1,1,1,0,1,1,1,16,0,60,70,85,70,100,40,60,50,50,70,50,70,85,70,50,100,70,85,70,1
507,5,3,2,1,6,1,5,54,1,10,8,1,3,1,1,1,0,1,1,2,17,0,85,15,1,30,50,85,100,50,50,40,50,50,100,70,70,100,40,85,15,2
515,7,2,1,1,99,1,2,60,6,13,8,5,3,2,1,1,0,1,1,3,22,0,50,50,50,60,85,50,50,60,50,50,50,50,100,70,50,100,50,60,70,1
520,6,3,0,1,6,1,4,35,1,9,13,1,3,1,1,1,0,1,0,2,14,0,95,50,10,1,60,60,85,85,1,45,85,45,95,90,75,100,1,50,1,2
524,7,2,1,1,4,1,1,75,6,9,15,5,1,1,1,1,0,1,2,3,11,0,50,100,40,70,100,1,60,70,100,30,50,1,100,85,15,100,50,70,1,2
535,7,2,0,1,99,1,5,71,1,9,6,5,0,1,1,1,0,1,2,3,24,0,70,0,30,15,85,50,70,60,50,40,50,50,100,50,60,100,1,50,1,2
539,7,4,0,1,6,1,4,55,1,13,15,1,0,1,1,1,0,1,1,2,26,0,50,50,1,50,85,50,50,70,50,40,50,40,100,50,70,100,50,100,1,2
543,3,4,4,1,4,1,6,41,1,13,17,1,3,1,1,1,0,1,1,2,0,0,44,74,49,71,55,81,78,78,100,62,80,56,76,100,88,100,77,86,34,2
548,7,1,2,1,6,1,2,59,1,10,11,7,0,1,1,1,0,1,1,2,19,0,61,41,31,29,100,41,100,62,1,60,83,52,100,85,85,100,1,84,1,2
550,5,4,0,2,4,1,2,43,1,12,9,1,3,1,1,1,0,1,1,2,19,0,62,88,31,66,86,49,50,73,41,80,60,12,95,84,82,100,24,77,87,2
