Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
2425,7,3,1,1,99,2,8,62,1,8,9,1,3,5,3,4,2,1,0,2,1,0,60,50,50,50,100,70,50,70,85,50,50,50,50,60,50,85,85,70,50,1
2426,3,3,2,1,5,1,1,48,1,10,12,1,3,1,1,1,0,1,1,1,20,0,85,50,1,30,60,70,60,60,30,1,60,50,10,85,50,30,30,30,30,2
2427,7,3,4,1,4,1,5,58,1,13,12,5,0,1,1,1,0,1,1,2,27,0,40,70,40,50,50,40,50,70,50,30,50,50,70,50,50,85,50,85,40,2
2428,7,4,4,1,5,2,4,46,1,9,12,1,2,1,1,1,0,1,0,2,17,0,50,50,50,50,100,50,50,50,100,50,100,100,100,100,50,100,100,100,50,1
2429,3,3,0,2,7,1,2,0,1,10,8,1,0,5,2,1,0,1,1,2,9,0,70,60,100,70,70,85,70,70,60,70,70,70,100,100,60,70,60,70,70,2
2430,7,1,1,1,2,2,8,34,1,15,15,1,0,1,1,1,0,1,1,2,25,0,1,64,79,60,60,61,5,61,100,10,61,41,29,100,4,70,71,90,61,1
2431,7,1,1,1,4,1,2,63,4,13,0,1,3,2,1,1,0,2,2,1,1,0,36,47,30,25,64,28,30,50,60,50,1,23,66,45,2,40,60,30,59,1
2432,4,2,1,1,1,2,8,23,6,12,0,1,0,1,2,1,0,1,1,1,7,0,1,100,60,60,60,1,1,14,100,10,38,100,34,100,47,10,100,97,100,1
2433,7,2,4,1,4,2,8,88,1,13,10,5,3,1,1,1,0,1,1,2,21,0,42,62,61,62,71,62,61,62,63,42,72,43,61,72,62,72,63,72,18,2
2434,6,4,1,1,99,1,1,79,1,9,4,5,3,1,1,1,0,1,2,3,9,0,100,50,60,40,100,70,50,70,15,70,70,60,100,85,85,100,16,85,85,2
2435,7,3,1,1,6,1,4,76,1,95,8,7,0,1,1,1,0,1,1,3,9,0,0,16,40,50,97,41,86,44,3,29,39,50,100,52,52,85,1,85,39,2
2436,6,2,0,1,99,1,8,61,1,9,6,6,1,1,1,1,0,1,2,3,3,0,70,50,30,60,85,60,70,85,40,70,60,50,100,100,70,85,30,85,40,2
2437,1,4,2,1,4,2,8,47,4,9,0,1,2,5,1,1,0,1,1,1,17,0,50,50,50,85,100,50,50,50,100,70,85,60,100,100,85,100,100,85,30,2
2438,2,4,0,1,99,1,5,25,2,11,7,1,2,1,1,1,0,1,1,2,21,0,50,50,50,50,50,70,50,50,15,50,50,15,85,50,50,100,15,50,15,2
2439,5,3,0,1,1,2,4,32,1,13,13,1,0,1,1,1,0,1,1,2,28,0,2,100,90,90,95,10,30,80,90,45,15,85,60,85,10,75,90,100,90,1
2440,7,1,1,1,2,1,7,70,4,14,0,1,3,1,1,1,0,1,1,2,12,0,15,85,100,70,85,30,1,40,85,40,40,85,85,85,1,60,85,85,60,1
2441,7,1,2,1,6,1,2,49,1,13,13,1,0,1,1,1,0,1,1,3,23,0,70,40,15,40,70,70,85,30,70,40,50,30,100,50,70,85,50,50,1,2
2442,7,1,2,1,6,1,4,63,4,11,9,6,3,5,1,1,0,1,0,3,13,0,70,50,50,60,100,85,70,60,70,60,70,50,100,100,50,100,70,60,70,2
2443,7,2,0,1,5,2,8,54,4,16,13,1,3,5,3,1,0,1,1,2,27,0,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70,1
2444,7,1,2,1,6,1,1,78,1,10,10,5,2,1,1,1,0,1,2,2,7,0,40,1,40,1,40,40,40,60,60,60,40,60,70,50,85,60,60,50,15,2
2445,5,2,2,1,5,1,5,24,6,10,0,1,2,1,1,1,0,1,1,2,15,0,50,30,30,85,70,15,85,40,50,15,40,50,100,30,30,1,50,85,50,2
2446,7,1,0,1,2,1,1,41,1,15,13,1,3,1,1,1,0,1,1,1,27,0,1,100,100,70,100,40,40,60,100,40,60,100,100,100,15,100,100,100,60,1
2447,7,2,0,1,99,1,2,50,4,13,0,1,0,2,1,1,0,1,1,1,19,0,85,30,50,70,85,70,60,60,1,60,50,1,100,85,60,70,1,70,70,1
2448,7,1,0,1,3,1,1,78,3,13,0,5,0,1,2,1,0,1,2,2,11,0,60,85,85,85,85,60,15,70,85,30,50,85,100,100,15,100,85,100,70,1
2449,7,1,4,1,6,1,2,81,4,9,0,5,3,1,1,1,0,1,2,3,11,0,70,70,1,30,60,70,100,70,50,50,50,50,85,50,85,100,50,70,1,2
2450,5,3,0,1,99,1,2,48,1,9,9,1,2,1,1,1,0,1,1,1,12,0,60,30,1,50,60,50,50,50,15,40,30,15,100,100,50,60,1,40,60,2
2451,7,2,4,1,99,2,5,37,1,9,11,1,2,3,3,4,4,1,1,2,28,0,1,50,50,50,60,30,65,75,1,30,60,1,75,50,50,75,45,100,1,2
2452,5,4,0,1,6,2,4,25,1,10,10,1,0,1,1,1,0,2,1,2,15,0,60,50,1,85,30,70,85,70,50,60,60,1,85,50,50,85,30,60,1,2
2453,7,1,0,1,4,1,4,47,6,10,0,1,2,1,1,1,0,1,1,1,5,0,50,32,50,98,85,52,71,42,95,60,51,3,71,72,69,86,70,98,50,2
2454,7,1,1,1,2,2,7,74,1,16,14,5,3,1,1,1,0,1,2,3,28,0,2,85,85,84,86,50,15,31,70,16,51,30,0,69,1,50,70,99,85,1
2455,7,3,0,1,5,1,4,50,4,13,0,1,0,1,1,1,0,1,1,3,21,0,46,62,32,71,65,45,71,66,53,60,60,59,65,65,56,42,53,75,51,2
2456,6,3,2,1,5,1,1,59,1,14,9,1,3,1,1,1,0,1,1,2,22,0,50,70,60,60,85,70,85,85,30,50,85,85,100,100,70,99,15,100,40,2
2457,7,1,4,1,5,2,8,69,4,10,0,5,3,1,1,1,0,2,2,3,3,0,70,51,84,39,92,74,86,92,80,30,87,65,77,93,90,93,79,92,16,2
2458,7,1,1,1,4,1,2,62,1,11,10,6,0,2,1,1,0,1,1,2,13,0,70,85,100,100,100,40,70,40,70,30,85,70,100,70,70,60,60,85,100,1
2459,5,2,1,1,2,2,4,19,6,9,0,1,2,1,1,1,0,1,1,1,11,0,15,70,85,70,70,30,30,70,85,50,40,85,70,50,15,70,100,100,100,1
2460,7,2,0,1,99,1,2,65,1,9,9,5,0,1,1,1,0,1,1,1,11,0,51,34,53,1,62,43,51,52,69,28,32,51,78,54,66,70,63,74,62,2
2461,7,1,0,1,6,1,2,50,1,9,9,1,0,1,1,1,0,1,1,2,27,0,85,60,70,50,60,50,85,60,70,60,70,50,85,85,60,85,50,50,50,2
2462,7,2,1,1,2,1,1,66,4,13,0,5,0,1,1,1,0,1,2,1,20,0,1,100,85,85,100,50,15,100,100,15,50,100,100,100,1,85,100,100,70,1
2463,7,3,0,1,4,1,4,35,1,13,13,1,3,1,1,1,0,1,1,2,22,0,40,16,42,15,90,69,93,49,60,31,53,65,84,71,46,95,41,49,30,2
2464,7,2,1,1,1,2,8,43,1,10,16,1,4,1,1,1,0,1,1,2,27,0,1,100,75,85,85,1,1,45,100,40,30,100,30,100,1,51,100,100,100,1
2465,7,1,1,1,1,2,8,31,6,13,13,1,0,1,1,1,0,1,1,2,8,0,1,100,100,85,85,30,30,60,100,40,60,100,30,100,1,40,100,100,100,1
2466,7,1,1,1,4,1,5,67,1,13,12,5,3,5,2,1,0,1,1,2,18,0,40,40,60,60,60,40,50,70,85,30,60,60,85,60,15,85,60,60,60,1
2467,3,3,0,1,99,1,3,27,6,14,0,1,0,2,1,1,0,1,1,1,15,0,60,70,50,60,85,60,50,60,50,60,40,50,70,50,50,60,40,60,100,1
2468,7,2,0,1,4,1,1,70,1,13,15,5,3,1,1,1,0,1,1,2,19,0,60,70,70,85,85,70,40,85,60,40,60,70,85,85,30,70,50,85,70,1
2469,3,3,1,2,99,2,8,38,1,13,13,1,0,4,1,1,0,1,1,1,13,0,85,100,100,85,100,60,70,70,100,70,100,100,100,100,70,100,100,85,100,1
2470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
