Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,Vote
728,6,2,0,2,6,1,1,29,6,8,0,1,2,5,1,1,0,1,0,1,28,2
798,6,2,0,1,4,1,5,50,4,13,0,1,3,1,1,1,0,1,2,2,23,2
1249,5,3,0,1,99,1,5,30,1,11,10,7,2,1,1,1,0,1,1,1,14,1
1546,7,4,0,1,4,1,4,57,3,10,0,1,0,4,1,1,0,1,1,1,9,1
1690,7,4,0,1,99,2,8,31,6,9,9,7,0,5,1,1,0,1,1,4,9,1
2316,7,4,0,1,99,1,5,21,6,10,0,1,1,3,1,1,0,2,1,1,8,1
1362,2,4,0,1,99,2,8,21,6,9,9,1,2,1,1,1,0,2,1,1,5,1
1621,7,1,0,1,3,1,4,64,1,13,9,1,3,1,1,1,0,1,1,3,15,1
2266,7,5,0,1,5,1,2,59,6,8,0,6,3,2,1,1,0,2,0,1,8,1
2275,5,3,0,1,99,2,4,27,6,7,6,7,1,5,3,1,0,1,1,1,4,1
1822,3,4,0,2,99,2,4,28,6,12,0,4,2,1,1,1,0,1,1,4,18,1
858,5,2,0,1,3,2,4,0,1,14,15,1,3,1,1,1,0,1,0,2,0,1
1798,7,2,0,1,2,2,8,65,1,16,14,5,3,1,1,1,0,1,1,3,23,1
882,7,2,0,1,5,1,5,44,6,12,9,1,2,1,1,1,0,1,1,1,10,2
18,7,2,0,2,3,2,8,19,6,10,0,8,1,5,3,1,0,1,0,4,6,1
2312,7,2,0,1,99,2,8,41,6,9,9,1,2,2,1,1,0,2,1,1,7,1
1109,6,3,0,1,99,2,8,38,6,10,0,1,0,5,3,1,0,1,1,3,25,1
1941,2,3,0,2,99,2,8,30,6,0,0,1,2,5,0,0,0,0,0,1,0,1
863,5,3,0,2,4,1,2,41,4,11,0,1,0,5,1,2,0,2,1,1,7,1
1096,7,2,0,1,99,1,5,26,1,10,10,4,3,2,1,1,0,1,1,1,5,1
1902,3,3,0,1,4,1,2,90,3,9,0,5,0,1,1,1,0,2,2,1,2,1
313,7,3,1,1,5,1,4,47,1,14,14,1,0,1,3,1,0,1,1,3,26,1
1913,7,1,0,1,2,2,8,45,1,13,10,1,0,1,1,1,0,1,1,2,15,1
2192,4,4,1,1,4,1,4,66,1,11,13,1,0,5,3,4,2,1,1,1,9,1
3,2,4,0,1,4,1,4,58,4,11,0,1,0,1,1,1,0,1,1,2,17,2
9,7,3,0,1,2,1,1,71,6,12,0,5,3,1,1,1,0,1,1,2,11,1
20,7,4,4,1,99,1,4,54,1,9,13,7,0,1,1,1,0,1,1,2,27,2
26,4,2,1,1,3,2,8,22,6,9,9,8,1,5,2,1,0,1,1,4,13,1
27,7,1,0,1,99,1,4,72,3,11,0,5,1,5,2,1,0,2,1,4,5,1
33,7,2,0,1,7,1,2,57,1,14,13,1,3,1,2,4,1,1,1,3,0,2
34,7,2,1,1,3,1,4,40,6,95,0,1,0,1,1,1,0,1,1,2,5,1
53,7,1,2,1,99,2,5,38,1,14,14,1,3,1,1,1,0,1,1,4,19,2
56,4,4,1,1,99,1,1,60,4,10,0,6,1,1,1,1,0,1,2,3,2,2
62,5,3,0,1,6,1,5,32,1,10,10,1,2,1,1,1,0,2,1,2,17,2
66,2,4,1,1,2,1,4,65,4,9,8,1,2,5,3,4,2,2,1,4,17,1
70,2,4,0,1,4,1,4,25,6,14,0,1,0,1,1,1,0,1,1,4,26,2
75,1,5,0,1,6,2,5,25,6,13,0,1,0,1,1,1,0,1,1,4,23,2
76,7,1,1,1,2,2,8,55,1,13,14,1,3,1,1,1,0,1,1,2,26,1
77,5,2,0,1,4,1,2,54,4,14,0,1,3,1,1,1,0,1,1,2,24,1
78,7,2,4,1,99,2,8,85,1,9,9,5,0,1,1,1,0,1,0,3,11,2
85,7,2,4,1,4,1,4,45,1,13,13,1,3,1,1,1,0,1,1,2,25,2
89,6,2,0,1,6,1,4,55,4,9,13,7,0,5,1,1,0,1,0,2,21,2
92,7,3,2,1,5,1,1,38,1,10,9,1,2,1,1,1,0,1,1,2,23,2
96,7,3,0,1,4,1,8,65,1,10,9,1,3,1,1,1,0,1,1,3,1,1
99,7,1,0,1,5,1,5,49,4,13,0,6,0,1,1,1,0,1,1,4,1,2
102,5,4,0,1,4,1,1,56,1,13,13,7,3,1,1,1,0,1,1,2,1,2
103,5,4,4,2,99,2,4,34,6,9,9,4,1,5,3,4,0,2,0,4,0,1
108,2,3,1,1,2,1,4,66,1,16,13,5,0,1,1,1,0,1,1,2,16,1
112,7,1,0,1,6,1,2,32,1,13,14,1,3,1,1,1,0,1,1,2,17,2
121,7,2,1,1,4,1,2,55,4,9,0,6,1,6,1,1,0,1,1,3,2,2
124,7,1,0,1,4,1,2,46,1,10,11,1,0,1,1,1,0,1,1,3,23,2
130,7,1,0,1,7,1,2,78,4,10,0,1,3,1,1,1,0,1,2,3,7,2
144,1,3,0,1,2,1,5,39,1,13,9,1,0,1,1,1,0,1,1,2,20,2
147,7,2,0,1,2,2,5,58,4,95,0,6,1,1,1,1,0,1,1,3,1,1
149,3,4,0,1,4,1,4,58,6,12,0,8,1,6,1,1,0,1,2,1,1,1
154,5,3,4,1,6,1,2,32,1,13,13,7,0,5,1,1,0,1,1,1,22,2
157,5,2,2,1,6,1,2,33,1,10,13,1,0,1,1,1,0,1,1,3,17,2
173,7,2,0,1,5,1,4,24,5,10,0,8,0,4,1,1,0,1,1,1,1,1
176,0,0,4,1,6,1,2,19,6,10,0,8,0,1,1,1,0,1,1,4,21,2
177,3,3,2,1,2,2,4,50,1,9,11,6,0,1,1,1,0,1,1,1,12,2
179,3,3,0,1,5,1,5,40,1,14,13,1,3,5,2,1,0,1,1,2,15,2
183,7,1,0,1,6,1,1,45,6,11,0,1,3,1,1,1,0,1,1,1,20,2
187,6,2,2,1,6,1,1,53,1,13,10,1,0,1,1,1,0,1,0,2,21,2
199,7,1,0,1,7,1,4,59,1,11,11,1,3,1,1,1,0,1,1,1,22,2
203,7,1,0,1,5,1,4,60,4,13,14,1,3,5,2,1,0,1,1,2,14,2
205,3,3,0,1,6,1,1,80,1,10,11,5,0,1,1,1,0,1,1,3,11,2
207,7,2,0,1,6,1,1,75,1,11,11,5,0,1,1,1,0,1,2,3,17,2
208,7,2,0,1,4,1,4,53,1,9,9,1,0,1,1,1,0,1,2,2,12,2
210,4,1,0,1,6,1,2,62,3,11,0,1,0,1,1,1,0,1,1,1,14,2
217,7,2,2,1,6,1,4,56,1,9,10,7,3,1,1,1,0,1,2,3,14,2
221,6,3,0,1,6,1,1,27,1,13,14,1,2,1,1,1,0,1,1,2,14,2
222,5,2,1,1,2,2,8,52,4,10,13,1,0,1,1,1,0,1,1,2,25,1
223,2,4,2,1,99,2,1,56,1,10,9,1,3,1,1,1,0,1,2,2,0,1
231,6,2,2,1,6,1,4,80,1,10,9,5,0,1,3,1,0,1,2,2,17,2
238,7,2,2,2,3,2,8,32,6,12,0,1,0,1,1,1,0,1,1,1,3,2
239,7,1,2,1,5,1,2,47,6,12,0,1,3,1,1,1,0,1,1,3,16,2
247,5,3,0,1,3,1,2,42,1,14,13,1,3,1,1,1,0,1,1,2,23,1
248,1,4,1,1,99,1,4,57,1,9,9,1,0,5,3,4,4,1,1,1,15,1
252,7,1,0,2,99,1,5,57,4,9,7,4,0,1,1,1,0,1,1,1,3,2
253,7,1,0,1,2,2,4,65,1,13,13,5,4,1,1,1,0,1,1,3,27,1
262,7,2,1,1,4,1,4,86,1,7,7,5,2,1,1,1,0,1,0,3,13,1
266,4,2,2,1,6,1,5,73,1,10,12,5,0,1,1,1,0,1,1,3,0,2
282,7,3,2,1,4,1,5,62,1,9,11,1,0,5,2,1,0,1,1,2,21,2
284,7,2,0,1,3,1,4,59,3,9,9,7,1,1,1,1,0,1,1,3,7,2
288,7,1,0,1,7,1,4,49,1,10,13,1,1,5,1,1,0,1,1,4,19,2
290,7,2,0,1,99,1,5,66,3,9,0,1,0,1,3,1,0,1,1,2,14,1
292,7,2,0,1,99,1,8,73,3,6,0,7,0,1,1,1,0,2,2,3,3,2
293,6,1,2,1,6,2,4,55,4,11,0,1,3,5,1,1,0,1,1,1,19,2
306,7,2,2,1,5,1,8,66,1,13,6,5,3,6,1,1,0,1,1,3,0,2
308,4,1,4,1,6,1,4,22,6,9,10,1,0,1,1,1,0,1,1,2,16,2
315,7,1,1,1,2,1,1,64,1,14,10,5,3,1,1,1,0,1,1,3,24,1
319,5,3,0,1,4,1,4,62,1,9,11,1,2,1,1,1,0,1,2,3,13,1
324,7,2,0,1,99,1,2,80,1,10,13,5,3,1,1,1,0,1,1,3,22,2
325,6,2,2,1,5,1,5,45,1,13,10,1,3,1,1,1,0,1,1,1,20,2
327,7,3,0,1,7,1,2,0,1,10,11,1,0,1,1,1,0,1,1,2,23,2
329,7,1,2,1,6,1,2,72,4,10,0,1,0,1,1,1,0,1,2,3,6,2
336,6,3,0,1,6,1,1,72,1,13,10,5,3,1,1,1,0,1,1,2,15,2
341,1,4,0,1,6,1,2,31,1,13,13,7,3,1,1,1,0,1,1,2,22,2
342,5,3,0,1,6,1,5,58,4,13,0,1,0,1,1,1,0,1,1,2,13,2
345,3,3,2,1,6,1,2,34,1,13,10,7,2,1,1,1,0,1,1,1,13,2
361,5,4,5,1,3,1,5,60,3,10,0,4,3,1,1,1,0,1,1,1,21,1
367,5,3,1,1,99,1,4,68,3,5,0,5,3,1,1,1,0,2,2,1,5,2
368,7,2,4,1,5,1,4,68,1,8,8,1,0,5,3,4,4,1,1,2,1,1
377,7,4,0,1,99,0,4,38,4,10,9,1,3,1,1,1,0,1,1,3,11,2
379,0,0,0,2,99,1,5,20,6,9,0,1,2,1,1,1,0,1,1,1,17,2
383,7,2,1,1,99,2,0,35,1,10,13,1,2,1,1,1,0,1,1,2,21,2
388,5,3,2,1,99,2,8,59,1,9,9,1,2,1,1,1,0,1,1,2,25,2
394,7,2,0,1,6,2,8,73,1,10,10,5,0,1,1,1,0,1,0,2,17,2
400,7,3,2,1,99,2,4,54,4,9,8,1,0,1,1,1,0,1,1,2,11,2
402,7,3,2,1,4,1,7,34,1,11,14,1,0,1,1,1,0,1,1,2,14,2
437,7,3,2,1,6,1,1,57,1,12,12,5,0,1,1,1,0,1,1,3,23,2
440,5,2,0,1,99,1,4,66,6,14,0,5,3,5,3,1,0,2,0,3,11,1
442,7,2,4,1,6,1,4,65,1,14,13,5,0,1,1,1,0,1,1,2,22,2
443,7,2,0,1,4,2,5,59,4,11,0,5,0,1,1,1,0,1,2,2,13,1
444,7,1,1,1,2,2,8,70,4,12,0,5,0,1,1,1,0,1,1,2,0,1
448,7,1,1,1,2,1,4,80,1,13,13,5,0,1,1,1,0,1,1,3,20,1
452,7,3,0,1,6,1,2,68,4,10,0,5,0,1,1,1,0,1,1,2,15,2
453,7,1,4,1,1,2,8,28,1,14,14,1,0,6,1,1,0,1,1,2,23,1
459,3,3,0,1,1,2,5,30,6,10,0,1,2,2,1,1,0,1,1,1,12,1
465,6,2,0,1,6,1,4,76,3,10,0,5,0,1,0,0,0,1,1,3,9,2
470,4,2,2,1,5,1,1,0,1,11,10,1,0,6,2,1,0,1,1,3,0,2
483,7,1,2,1,7,1,4,85,3,10,13,5,4,1,1,1,0,1,1,3,26,2
489,1,4,4,2,99,2,4,28,6,12,0,8,3,1,3,4,4,1,1,4,12,2
500,7,1,0,1,7,1,2,60,4,11,0,6,1,1,1,1,0,1,1,4,6,2
505,7,3,4,1,99,2,2,62,1,10,9,1,3,1,1,1,0,1,1,1,16,1
507,5,3,2,1,6,1,5,54,1,10,10,1,3,1,1,1,0,1,1,2,17,2
515,7,2,1,1,99,1,2,60,6,13,0,5,3,2,1,1,0,1,1,3,22,1
520,6,3,0,1,6,1,4,35,1,9,10,1,3,1,1,1,0,1,0,2,14,2
524,7,2,1,1,4,1,1,75,6,9,9,5,1,1,1,1,0,1,2,3,11,2
535,7,2,0,1,99,1,5,71,1,9,9,5,0,1,1,1,0,1,2,3,24,2
539,7,4,0,1,6,1,4,55,1,13,8,1,0,1,1,1,0,1,1,2,26,2
543,3,4,4,1,4,1,6,41,1,13,16,1,3,1,1,1,0,1,1,2,0,2
548,7,1,2,1,6,1,2,59,1,10,9,7,0,1,1,1,0,1,1,2,19,2
550,5,4,0,2,4,1,2,43,1,12,14,1,3,1,1,1,0,1,1,2,19,2
563,7,1,0,1,6,1,5,48,1,13,13,7,0,1,1,1,0,1,1,2,28,2
571,7,1,0,1,6,1,2,52,4,11,0,1,3,1,1,1,0,1,1,1,22,2
572,1,4,2,1,5,1,1,0,6,13,0,1,3,1,1,1,0,1,1,1,5,2
573,7,1,1,1,5,2,8,72,3,9,10,1,3,1,1,1,0,1,2,3,23,2
574,6,1,2,1,6,1,1,80,1,9,9,5,3,1,1,1,0,1,2,3,13,2
577,7,1,0,1,6,1,5,60,1,8,11,1,0,2,1,1,0,2,1,2,0,1
582,7,1,2,1,7,1,4,75,1,9,9,5,3,1,3,4,1,1,0,3,25,2
587,7,1,1,1,3,1,2,79,1,13,14,5,0,1,1,1,0,1,1,2,21,1
588,7,1,4,1,2,2,8,35,1,13,14,1,0,1,1,1,0,1,1,2,21,1
589,7,2,1,1,3,1,5,67,4,10,0,5,0,1,1,1,0,1,1,1,17,1
594,7,2,0,1,4,1,1,60,6,13,0,1,0,1,1,1,0,1,1,3,13,2
599,7,3,1,1,4,1,4,44,6,9,0,1,0,1,2,1,0,1,1,3,23,1
603,7,2,0,1,6,1,1,64,4,13,0,1,3,1,1,1,0,2,1,2,21,2
619,5,4,0,1,5,1,2,60,1,13,13,1,3,1,1,1,0,1,1,2,16,2
620,2,4,0,1,5,1,5,29,1,12,13,7,0,1,1,1,0,1,0,2,24,2
623,7,3,0,1,6,2,2,75,3,9,13,1,0,1,1,1,0,1,2,2,12,2
640,3,4,1,1,6,2,4,18,6,9,0,1,3,5,3,4,3,1,1,1,11,1
642,7,2,1,1,99,1,2,57,1,10,10,1,0,1,1,1,0,1,1,2,21,2
648,6,3,2,1,5,2,4,72,6,9,9,5,3,1,1,1,0,1,2,2,0,2
650,7,2,0,1,6,1,4,55,1,11,12,1,0,1,1,1,0,1,1,2,26,2
652,7,2,1,1,2,1,7,57,1,12,10,1,3,5,3,1,0,1,1,2,22,1
657,7,3,1,1,3,2,7,35,6,9,10,7,2,1,1,1,0,1,2,1,12,1
658,7,2,0,1,7,1,2,80,1,5,9,5,3,1,1,1,0,1,2,3,12,2
666,6,2,2,1,7,1,2,63,6,13,0,6,0,1,1,1,0,1,1,4,5,2
670,1,3,2,1,5,1,5,55,4,14,0,1,3,1,1,1,0,1,1,2,19,2
680,7,1,4,1,7,1,7,29,1,10,10,1,3,1,1,1,0,1,1,2,18,2
681,7,1,0,1,7,1,4,69,1,13,12,5,3,1,2,1,0,1,2,2,17,2
686,7,1,2,1,4,2,8,68,1,10,10,1,0,1,1,1,0,1,2,3,13,2
691,1,4,0,2,6,1,5,38,4,9,0,1,0,1,1,1,0,1,1,2,13,2
693,7,2,0,1,6,1,5,57,1,9,12,1,3,1,1,1,0,1,2,3,20,2
706,7,2,4,1,3,1,2,21,6,12,0,8,0,5,2,1,0,1,1,1,25,1
707,7,1,1,1,6,1,4,74,3,13,0,5,0,1,1,1,0,1,1,3,17,2
719,7,1,2,1,6,1,4,74,4,10,0,5,0,1,2,1,0,1,1,3,12,2
722,7,4,2,1,6,1,7,36,1,14,13,1,3,1,1,1,0,1,1,2,24,2
724,7,3,2,1,6,1,2,39,4,11,0,1,3,6,1,1,0,1,1,1,22,2
726,7,1,4,1,5,2,1,47,1,13,14,1,2,1,2,4,1,1,1,2,16,2
729,7,1,0,1,7,1,2,0,1,14,16,5,4,1,1,1,0,1,0,3,0,2
732,7,3,4,1,99,1,4,70,1,13,11,5,3,1,1,1,0,1,1,2,11,2
738,7,1,2,1,6,1,5,61,1,9,7,4,1,1,1,3,0,1,2,2,4,2
749,7,1,0,1,6,1,2,58,4,10,0,6,1,1,1,1,0,2,2,1,2,2
751,5,2,0,1,6,2,1,29,1,12,10,1,0,1,1,1,0,1,1,2,23,2
762,7,1,0,1,7,1,4,87,1,10,8,5,0,1,2,1,0,1,0,3,0,2
763,7,1,0,1,7,1,2,78,3,7,0,5,0,1,1,1,0,2,2,3,7,2
770,7,2,2,1,6,1,4,73,1,10,14,5,0,1,1,1,0,1,1,2,28,2
771,7,4,1,1,99,1,1,78,3,9,9,5,0,2,1,1,0,2,1,1,4,1
787,7,1,0,1,5,1,4,67,4,10,0,5,2,5,2,1,0,1,1,4,21,1
791,7,1,2,1,99,1,2,22,1,11,9,7,3,1,1,1,0,1,1,1,11,2
799,7,3,4,1,4,1,2,57,1,10,11,1,0,1,1,1,0,1,1,2,25,2
800,7,2,1,1,3,1,1,68,1,13,10,5,0,1,1,1,0,1,2,3,15,1
804,5,4,1,1,5,2,5,86,1,4,9,5,0,1,1,1,0,2,0,1,2,1
805,7,2,2,1,7,1,2,35,1,9,12,1,0,1,1,1,0,1,1,2,25,2
815,7,2,0,1,6,1,1,79,1,13,14,5,3,1,1,1,0,1,2,2,13,2
817,7,1,0,1,7,1,2,62,4,10,0,1,2,1,1,1,0,1,1,3,11,2
822,7,4,1,1,4,2,8,24,6,13,0,1,2,2,1,1,0,1,1,4,15,1
823,7,2,0,1,6,1,1,49,1,13,13,1,0,1,1,1,0,1,1,2,24,2
824,7,1,0,1,6,1,5,58,1,10,9,4,4,1,1,1,0,2,1,2,17,2
831,7,1,2,1,6,2,5,78,1,15,10,1,3,1,1,1,0,1,1,2,24,2
832,1,4,4,1,4,2,0,50,1,13,14,1,3,1,1,1,0,1,1,2,24,1
838,7,1,0,1,99,1,2,20,6,9,0,1,0,1,1,1,0,1,1,4,17,2
839,7,1,2,1,7,1,2,63,1,10,9,1,0,1,1,1,0,1,1,3,19,2
841,5,2,5,1,99,2,8,39,6,11,0,2,2,6,1,1,0,1,1,1,0,1
854,7,1,0,1,6,1,1,59,3,13,0,7,3,1,1,1,0,1,1,3,1,2
855,2,4,0,1,99,1,1,56,4,9,0,1,0,1,1,1,0,1,1,2,9,2
860,6,3,0,1,2,1,1,35,1,13,12,1,0,1,1,1,0,1,1,2,25,1
861,7,3,0,1,6,1,4,24,6,10,13,1,0,1,1,1,0,1,1,4,28,2
862,4,3,0,1,7,1,5,48,1,12,13,1,3,1,1,1,0,1,1,2,21,2
865,7,1,1,1,2,1,4,90,3,13,0,5,3,1,1,1,0,1,0,3,7,1
884,7,1,0,1,6,1,5,68,1,16,13,1,3,1,1,1,0,1,1,3,27,2
896,7,3,0,1,3,1,2,67,1,12,9,5,0,1,1,1,0,1,1,3,14,2
902,5,2,4,1,5,1,1,43,1,14,13,1,3,1,1,1,0,1,1,1,24,2
904,7,2,0,1,7,1,5,52,1,13,9,1,3,1,1,1,0,1,1,2,26,2
908,7,1,2,1,7,1,2,40,4,13,9,6,0,1,1,1,0,1,1,1,3,2
917,7,2,0,1,7,1,2,73,1,4,10,5,3,1,1,1,0,1,2,2,25,2
921,7,2,2,1,7,1,5,68,1,11,9,5,2,1,1,1,0,1,1,3,17,2
924,7,2,0,1,5,2,1,32,1,13,16,1,3,1,1,1,0,1,1,2,1,2
928,7,1,0,1,7,1,4,59,1,12,13,7,0,1,1,1,0,1,1,3,24,2
932,7,4,1,1,4,1,4,58,1,13,15,5,3,1,1,1,0,1,1,3,27,2
938,7,2,0,1,6,1,4,61,1,10,9,1,0,1,1,1,0,1,1,2,24,2
940,7,2,0,1,6,1,5,51,1,14,9,1,3,1,1,1,0,1,1,2,27,2
944,7,1,2,1,7,1,2,47,6,13,0,1,3,1,1,1,0,1,1,4,20,2
949,0,0,1,1,2,2,4,19,6,10,0,1,3,1,1,1,0,1,1,4,24,1
953,7,2,2,1,6,1,1,81,3,9,0,5,3,1,1,1,0,1,2,3,3,2
957,7,2,1,1,99,1,4,42,1,11,6,4,0,5,2,1,0,1,1,2,16,1
964,6,2,2,1,6,1,5,58,4,9,0,1,2,1,1,1,0,1,1,2,15,2
969,6,3,0,1,6,1,1,59,1,10,10,5,3,1,1,1,0,1,1,3,14,2
974,7,2,2,1,7,1,4,61,0,12,0,2,2,5,1,1,0,1,2,0,8,2
975,7,2,2,1,7,1,4,37,1,14,15,7,4,1,1,1,0,1,1,2,28,2
979,7,1,4,1,4,1,1,0,4,9,0,1,0,5,1,0,0,2,1,2,0,2
983,7,2,0,1,99,2,1,38,6,8,0,4,1,1,1,1,0,2,0,4,7,1
991,7,2,5,1,2,2,8,63,4,10,8,1,2,1,1,1,0,1,1,2,1,1
995,7,1,0,1,6,1,5,40,1,12,11,1,0,1,1,1,0,1,1,2,22,2
1005,5,3,2,1,99,1,1,63,1,10,9,6,3,1,1,1,0,1,0,2,23,2
1008,5,1,2,1,6,1,2,28,1,13,11,1,0,1,1,1,0,1,1,2,19,2
1014,7,4,0,1,99,1,1,68,4,10,0,5,3,1,1,1,0,1,1,3,7,1
1017,7,1,1,1,5,1,2,55,1,13,9,1,2,5,2,1,0,1,1,1,26,1
1024,5,3,0,1,99,1,2,61,5,9,0,6,3,2,1,1,0,2,2,1,2,1
1028,7,3,2,2,99,2,5,59,6,12,0,1,3,1,1,1,0,1,2,1,12,2
1035,7,1,0,1,5,1,4,72,3,14,0,5,3,1,1,1,0,1,1,2,24,2
1044,5,3,1,1,99,1,2,67,5,12,0,5,0,2,1,1,0,1,2,1,8,1
1067,5,3,0,1,7,2,5,47,4,11,9,2,0,1,1,1,0,1,1,2,18,2
1068,7,2,4,1,4,1,1,71,1,11,13,1,2,1,1,1,0,1,0,3,1,2
1071,3,3,0,1,4,1,2,62,4,9,0,1,2,1,1,1,0,1,1,2,13,2
1074,7,2,0,1,4,1,8,0,4,10,0,1,2,1,1,1,0,1,0,2,5,1
1077,7,3,0,1,99,1,4,57,1,13,10,7,3,1,1,1,0,1,1,3,21,2
1079,3,1,0,1,6,1,4,74,1,10,9,5,3,1,2,1,0,1,1,3,7,2
1082,7,2,2,2,4,1,4,28,6,13,0,1,3,1,1,1,0,1,1,4,28,2
1090,7,2,2,1,6,2,1,77,1,14,5,5,3,1,1,1,0,1,2,3,26,2
1098,7,2,0,1,6,1,4,56,1,10,13,1,0,1,3,1,0,1,1,3,26,2
1107,4,4,0,1,6,1,4,40,1,11,10,1,0,1,1,1,0,1,1,2,21,2
1116,2,4,0,1,3,1,7,39,1,11,9,1,0,2,3,4,4,1,1,1,7,1
1119,7,1,1,1,4,1,4,79,3,10,0,5,2,5,3,1,0,1,2,1,10,1
1121,6,1,2,1,7,1,5,53,1,13,14,1,3,1,1,1,0,1,1,2,25,2
1128,5,3,2,1,5,1,4,27,1,13,13,1,0,1,1,1,0,1,1,2,25,2
1131,3,3,0,1,6,1,2,69,1,8,10,1,0,1,1,1,0,1,1,4,16,2
1134,6,4,0,1,5,1,4,51,1,14,13,1,3,1,1,1,0,1,1,2,26,2
1137,7,2,0,1,6,1,2,81,1,13,9,1,2,1,1,1,0,1,2,3,18,2
1138,7,1,1,2,99,1,1,56,1,11,5,1,1,2,1,1,0,1,2,2,9,1
1143,7,3,2,1,99,1,1,77,1,13,14,5,3,1,3,4,4,1,1,2,0,2
1144,7,3,1,2,4,1,4,31,6,10,9,1,0,1,1,1,0,1,1,2,19,2
1149,7,4,2,1,6,1,5,51,2,11,14,1,2,1,1,1,0,1,1,2,21,2
1152,5,3,0,1,6,1,2,49,1,13,11,1,0,1,1,1,0,1,1,2,26,2
1153,7,1,1,1,2,2,8,54,6,16,16,1,3,6,1,1,0,1,1,2,27,1
1156,1,4,2,1,6,1,2,41,4,14,0,1,2,1,1,1,0,2,1,3,5,2
1176,3,4,0,2,6,1,2,33,6,13,0,1,0,1,1,1,0,1,1,1,15,2
1190,7,2,0,1,7,1,2,72,1,14,13,5,0,1,1,1,0,1,1,3,21,2
1191,7,3,0,1,99,2,1,45,4,10,0,1,3,6,2,1,0,1,1,2,28,2
1197,5,3,0,1,6,1,5,41,1,11,12,1,2,1,1,1,0,1,1,2,19,2
1200,2,3,0,1,99,2,5,20,6,11,0,1,2,1,0,4,3,1,1,1,8,2
1209,7,1,2,1,99,1,5,35,1,10,10,1,3,1,1,1,0,1,1,2,20,2
1215,7,1,2,1,7,1,2,59,4,13,0,1,0,1,1,1,0,1,1,2,23,2
1238,7,3,0,1,4,1,2,31,1,13,13,1,3,2,1,1,0,1,1,2,22,1
1242,7,1,0,1,6,1,1,79,1,9,9,5,3,1,1,1,0,1,0,3,11,1
1246,7,1,2,1,7,1,4,54,4,13,0,1,0,1,1,1,0,1,1,1,9,2
1247,1,4,2,2,6,2,8,54,4,9,0,1,2,1,1,1,0,2,1,2,1,2
1254,4,3,4,1,99,1,1,28,1,9,9,4,2,1,1,1,0,1,1,1,1,2
1257,7,1,4,1,7,1,4,78,1,9,8,5,0,1,1,1,0,1,2,3,8,2
1270,5,3,4,1,4,2,4,39,6,14,13,1,0,1,1,1,0,1,1,2,16,2
1277,5,2,2,1,5,2,4,54,4,9,12,1,3,1,1,1,0,1,1,2,19,2
1286,3,3,2,1,4,1,1,57,4,13,0,1,3,1,1,1,0,1,1,2,0,2
1288,7,1,0,2,2,2,8,44,1,12,9,1,0,1,1,1,0,1,1,1,20,1
